id,brand,categories,ingredients,manufacturer,manufacturerNumber,name,text_corpus
395,Indian Summer,"grocery,Beverages,Food,Juice","tart cherry juice concentrate,water.",Indian Summer,4176001704,Indian Summer 100% Juice,"This product is a Indian Summer 100% Juice from the brand Indian Summer. It falls under the category of grocery,beverages,food,juice and contains ingredients such as tart cherry juice concentrate,water.. It is manufactured by indian summer (manufacturer code: 4176001704)."
396,Manischewitz,"Soups,Food,Grocery","black beans,green peas,red beans,salt,parsley,carrots,cayenne pepper,celery seeds,sugar,chili powder,hydrolyzed vegetable protein,garlic,paprika,bell pepper,black pepper,onion.",MANISCHEWITZ,32422,Manischewitz Cello Hearty Bean Soup Mix 6 Oz -Pack Of 24,"This product is a Manischewitz Cello Hearty Bean Soup Mix 6 Oz -Pack Of 24 from the brand Manischewitz. It falls under the category of soups,food,grocery and contains ingredients such as black beans,green peas,red beans,salt,parsley,carrots,cayenne pepper,celery seeds,sugar,chili powder,hydrolyzed vegetable protein,garlic,paprika,bell pepper,black pepper,onion.. It is manufactured by manischewitz (manufacturer code: 32422)."
397,Utz,"Chips,Food,Grocery","potatoes,cottonseed oil,salt,lactose,sodium diacetate,malic acid,citric acid,fumaric acid,soybean oil.","UTZ Quality Foods, Inc.",2JAY6CLMEA06,"Utz Salt'N Vinegar Potato Chips, 1.875 Oz","This product is a Utz Salt'N Vinegar Potato Chips, 1.875 Oz from the brand Utz. It falls under the category of chips,food,grocery and contains ingredients such as potatoes,cottonseed oil,salt,lactose,sodium diacetate,malic acid,citric acid,fumaric acid,soybean oil.. It is manufactured by utz quality foods, inc. (manufacturer code: 2jay6clmea06)."
398,DORITOS,"Chips,Food,Grocery","whole corn,vegetable oil (corn, canola, soybean and/or sunflower oil),maltodextrin (made from corn),salt,tomato powder,corn starch,lactose,whey,skim milk,corn syrup solids,onion powder,sugar,garlic powder,monosodium glutamate,cheddar cheese (milk, cheese cultures, salt, enzymes),dextrose,malic acid,buttermilk,natural and artificial flavors,sodium acetate,artificial color (including red 40, blue 1, yellow 5),sodium caseinate,spice,citric acid,disodium inosinate,and disodium guanylate.",Frito-Lay,284008767,Tortilla Chips Cool Ranch Flavored,"This product is a Tortilla Chips Cool Ranch Flavored from the brand DORITOS. It falls under the category of chips,food,grocery and contains ingredients such as whole corn,vegetable oil (corn, canola, soybean and/or sunflower oil),maltodextrin (made from corn),salt,tomato powder,corn starch,lactose,whey,skim milk,corn syrup solids,onion powder,sugar,garlic powder,monosodium glutamate,cheddar cheese (milk, cheese cultures, salt, enzymes),dextrose,malic acid,buttermilk,natural and artificial flavors,sodium acetate,artificial color (including red 40, blue 1, yellow 5),sodium caseinate,spice,citric acid,disodium inosinate,and disodium guanylate.. It is manufactured by frito-lay (manufacturer code: 284008767)."
399,Olde Cape Cod,"Condiments,Food,Grocery","soybean oil,water,distilled vinegar,corn syrup solids,high fructose corn syrup,anchovies (fish),hydrolyzed soy protein and corn proteins,onions,tamarinds,salt,garlic,cloves,chili peppers,flavorings,shallots,),lemon juice (,from concentrate,),nonfat dry milk,natural flavor,spices,onion,xanthan gum,citric acid,culutred dairy solids (,milk,cultures,),sodium benzoate and potassium sorbate (,preservatives,),calcium disodium edta added to protect flavor.",Tree of Life,33481,"Olde Cape Cod: Dressing Traditional Caesar, 8 Fl Oz","This product is a Olde Cape Cod: Dressing Traditional Caesar, 8 Fl Oz from the brand Olde Cape Cod. It falls under the category of condiments,food,grocery and contains ingredients such as soybean oil,water,distilled vinegar,corn syrup solids,high fructose corn syrup,anchovies (fish),hydrolyzed soy protein and corn proteins,onions,tamarinds,salt,garlic,cloves,chili peppers,flavorings,shallots,),lemon juice (,from concentrate,),nonfat dry milk,natural flavor,spices,onion,xanthan gum,citric acid,culutred dairy solids (,milk,cultures,),sodium benzoate and potassium sorbate (,preservatives,),calcium disodium edta added to protect flavor.. It is manufactured by tree of life (manufacturer code: 33481)."
400,McCormick,"Sage Leaf,Food,Grocery",sage leaves,McCormick Gourmet,MCLANE500189795,"Mccormick Gourmet Sage Leaves, 0.43 Oz","This product is a Mccormick Gourmet Sage Leaves, 0.43 Oz from the brand McCormick. It falls under the category of sage leaf,food,grocery and contains ingredients such as sage leaves. It is manufactured by mccormick gourmet (manufacturer code: mclane500189795)."
401,Badia,"Chili Powder,Food,Grocery","spices,salt,garlic powder and silicon dioxide (to prevent caking),.",Badia,33844002145,"Badia Chili Powder, 9 Oz","This product is a Badia Chili Powder, 9 Oz from the brand Badia. It falls under the category of chili powder,food,grocery and contains ingredients such as spices,salt,garlic powder and silicon dioxide (to prevent caking),.. It is manufactured by badia (manufacturer code: 33844002145)."
402,Utz,"Chips,Food,Grocery","potatoes. cottonseed oil,sugar,salt,dextrose,torula yeast,dehydrated onion,spices,tomato powder,molasses powder (molasses, maltodextrin),brown sugar,honey powder (maltodextrin, honey),extractives of paprika,fructose,garlic powder,citric acid,natural flavors. the maltodextrin is derived from corn. contains no hydrogenated fats. this is a gluten free food.",Utz Quality Foods,2137,"Utz Honey Bbq Flavored Potato Chips, 6 Oz","This product is a Utz Honey Bbq Flavored Potato Chips, 6 Oz from the brand Utz. It falls under the category of chips,food,grocery and contains ingredients such as potatoes. cottonseed oil,sugar,salt,dextrose,torula yeast,dehydrated onion,spices,tomato powder,molasses powder (molasses, maltodextrin),brown sugar,honey powder (maltodextrin, honey),extractives of paprika,fructose,garlic powder,citric acid,natural flavors. the maltodextrin is derived from corn. contains no hydrogenated fats. this is a gluten free food.. It is manufactured by utz quality foods (manufacturer code: 2137)."
403,Conchita,"Condiments,Food,Grocery","water,vinegar,salt,orange juice concentrate,lemon juice concentrate,garlic,onion,spices,monosodium glutamate,xanthan gum,preservatives: 0.1% sodium benzoate and potassium sorbate.",Conchita Foods,951970,Conchita Foods Marinade Mojo Criolla 24-Ounce (Pack Of 12),"This product is a Conchita Foods Marinade Mojo Criolla 24-Ounce (Pack Of 12) from the brand Conchita. It falls under the category of condiments,food,grocery and contains ingredients such as water,vinegar,salt,orange juice concentrate,lemon juice concentrate,garlic,onion,spices,monosodium glutamate,xanthan gum,preservatives: 0.1% sodium benzoate and potassium sorbate.. It is manufactured by conchita foods (manufacturer code: 951970)."
404,Utz,"Chips,Food,Grocery","potatoes,cottonseed oil,salt,sodium diacetate,spices,maltodextrin,yellow corn flour,sugar,onion powder,torula yeast,tomato powder,modified corn starch,natural flavor,hydrolyzed soy protein,citric acid,garlic powder,extractives of paprika,natural smoke flavor. contains no hydrogenated fats. this is a gluten free food.",Utz Quality Foods,3J641JX29HW4,"Utz Carolina Style Bar-B-Q Flavored Potato Chips, 3.75 Oz","This product is a Utz Carolina Style Bar-B-Q Flavored Potato Chips, 3.75 Oz from the brand Utz. It falls under the category of chips,food,grocery and contains ingredients such as potatoes,cottonseed oil,salt,sodium diacetate,spices,maltodextrin,yellow corn flour,sugar,onion powder,torula yeast,tomato powder,modified corn starch,natural flavor,hydrolyzed soy protein,citric acid,garlic powder,extractives of paprika,natural smoke flavor. contains no hydrogenated fats. this is a gluten free food.. It is manufactured by utz quality foods (manufacturer code: 3j641jx29hw4)."
405,Bridgford,"Food,Jerky,Other Grocery","beef,water,seasoning blend (salt, brown sugar, sugar, mustard, monosodium glutamate, dehydrated garlic, re pepper, sodium erythorbate, onion powder, spice extractive),brown sugar,sweet baby ray's jerky base (viengar powder, [dextrin, modified food starch, vinegar solids], tomato powder, pineapple juice powder, [maltodextrin, pineapple juice], worcestershire sauce powder [{disitilled vinegar, molasses, corn syrup, salt, caramel color, garlic powder, sugar, spices, tamarind, natural flavor and sulfating agents}, maltodextrin], natural smoke flavor, spices and not more than 2% silicon dioxide added to prevent caking),red pepper,sodium nitrite. may contain: wheat and soy.",Bridgford Foods,4750001409,"Bridgford Sweet Baby Ray'S Sweet 'N Spicy Beef Jerky, 3.25 Oz","This product is a Bridgford Sweet Baby Ray'S Sweet 'N Spicy Beef Jerky, 3.25 Oz from the brand Bridgford. It falls under the category of food,jerky,other grocery and contains ingredients such as beef,water,seasoning blend (salt, brown sugar, sugar, mustard, monosodium glutamate, dehydrated garlic, re pepper, sodium erythorbate, onion powder, spice extractive),brown sugar,sweet baby ray's jerky base (viengar powder, [dextrin, modified food starch, vinegar solids], tomato powder, pineapple juice powder, [maltodextrin, pineapple juice], worcestershire sauce powder [{disitilled vinegar, molasses, corn syrup, salt, caramel color, garlic powder, sugar, spices, tamarind, natural flavor and sulfating agents}, maltodextrin], natural smoke flavor, spices and not more than 2% silicon dioxide added to prevent caking),red pepper,sodium nitrite. may contain: wheat and soy.. It is manufactured by bridgford foods (manufacturer code: 4750001409)."
406,Utz,"Food,Chips,Grocery","white corn,vegetable oil (contains one or more of the following: corn, cottonseed, or sunflower),salt. contains no hydrogenated fat.",Utz Quality Foods,2OKV20CGN109,"Utz Restaurant Style Tortilla Chips, 4 Oz","This product is a Utz Restaurant Style Tortilla Chips, 4 Oz from the brand Utz. It falls under the category of food,chips,grocery and contains ingredients such as white corn,vegetable oil (contains one or more of the following: corn, cottonseed, or sunflower),salt. contains no hydrogenated fat.. It is manufactured by utz quality foods (manufacturer code: 2okv20cgn109)."
407,3 Musketeers,"Food,Chocolate,Grocery","milk chocolate (sugar, chocolate, cocoa butter, skim milk, lactose, milkfat, soy lecithin),sugar,corn syrup,hydrogenated palm kernel oil and/or palm oil,less than 2% - cocoa powder processed with alkali,salt,egg whites,artificial and natural flavors. may contain peanuts.","MARS, INC.",142430,"3 Musketeers Chocolate Fun Size Chocolate Bars Candy Pack, 2.93 Oz 6 Pack","This product is a 3 Musketeers Chocolate Fun Size Chocolate Bars Candy Pack, 2.93 Oz 6 Pack from the brand 3 Musketeers. It falls under the category of food,chocolate,grocery and contains ingredients such as milk chocolate (sugar, chocolate, cocoa butter, skim milk, lactose, milkfat, soy lecithin),sugar,corn syrup,hydrogenated palm kernel oil and/or palm oil,less than 2% - cocoa powder processed with alkali,salt,egg whites,artificial and natural flavors. may contain peanuts.. It is manufactured by mars, inc. (manufacturer code: 142430)."
408,Justin'sï¿½ï¿½ï¿½,"Food,Peanut Butter,Grocery","dry roasted almonds,honey powder (sugar, honey),palm fruit oil (sustainably sourced palm fruit oil),sea salt.",FRESCA FOODS,29,"Justin'S Honey Almond Butter, 1.15 Oz Squeeze Pack, 10/Box -Jnb00029","This product is a Justin'S Honey Almond Butter, 1.15 Oz Squeeze Pack, 10/Box -Jnb00029 from the brand Justin'sï¿½ï¿½ï¿½. It falls under the category of food,peanut butter,grocery and contains ingredients such as dry roasted almonds,honey powder (sugar, honey),palm fruit oil (sustainably sourced palm fruit oil),sea salt.. It is manufactured by fresca foods (manufacturer code: 29)."
409,Santa Cruz Organic,"Beverages,Food,Juice,Grocery","juice from ripe,whole,organic apples; ascorbic acid (to maintain color),.",Santa Cruz Natural,769307,"Santa Cruz Organic Apple Juice, 32.0 Fl Oz","This product is a Santa Cruz Organic Apple Juice, 32.0 Fl Oz from the brand Santa Cruz Organic. It falls under the category of beverages,food,juice,grocery and contains ingredients such as juice from ripe,whole,organic apples; ascorbic acid (to maintain color),.. It is manufactured by santa cruz natural (manufacturer code: 769307)."
410,Maruchan,"Soups,Food,grocery","ramen noodle ingredients: enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid),vegetable oil (contains one or more of the following: canola, cottonseed, palm),preserved by tbhq,contains less than 1% of: salt,soy sauce (water, wheat, soybeans, salt),potassium carbonate,sodium (mono, hexameta and/or tripoly),phosphate,sodium carbonate,turmeric. soup base ingredients: salt,maltodextrin,contains less than 1% of: monosodium glutamate,hydrolyzed corn,wheat and soy protein,sugar,dehydrated vegetables (onion, garlic, celery stalk, chive),chili and other spices,powdered cooked chicken,chicken fat,turmeric,yeast extract,dehydrated soy sauce (wheat, soybeans, salt),disodium inosinate,disodium guanylate,silicon dioxide (anti-caking agent),lactose.",Maruchan Inc,16286,"Maruchan Ramen Noodle Picante Chicken Flavor Soup, 3 Oz","This product is a Maruchan Ramen Noodle Picante Chicken Flavor Soup, 3 Oz from the brand Maruchan. It falls under the category of soups,food,grocery and contains ingredients such as ramen noodle ingredients: enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid),vegetable oil (contains one or more of the following: canola, cottonseed, palm),preserved by tbhq,contains less than 1% of: salt,soy sauce (water, wheat, soybeans, salt),potassium carbonate,sodium (mono, hexameta and/or tripoly),phosphate,sodium carbonate,turmeric. soup base ingredients: salt,maltodextrin,contains less than 1% of: monosodium glutamate,hydrolyzed corn,wheat and soy protein,sugar,dehydrated vegetables (onion, garlic, celery stalk, chive),chili and other spices,powdered cooked chicken,chicken fat,turmeric,yeast extract,dehydrated soy sauce (wheat, soybeans, salt),disodium inosinate,disodium guanylate,silicon dioxide (anti-caking agent),lactose.. It is manufactured by maruchan inc (manufacturer code: 16286)."
411,nasoya,"Condiments,Food,Grocery","soymilk,vinegar,expeller-pressed soybean oil,salt,dried cane syrup,natural flavors,mustard flour,xanthan gum,guar gum,sodium alginate,lemon juice concentrate,turmeric,paprika,spice,garlic powder and vitamin b12.","VITASOY USA, INC",BG16130,Nasoya - Vegan Nayonaise Sandwich Spread Light - 15 Oz.,"This product is a Nasoya - Vegan Nayonaise Sandwich Spread Light - 15 Oz. from the brand nasoya. It falls under the category of condiments,food,grocery and contains ingredients such as soymilk,vinegar,expeller-pressed soybean oil,salt,dried cane syrup,natural flavors,mustard flour,xanthan gum,guar gum,sodium alginate,lemon juice concentrate,turmeric,paprika,spice,garlic powder and vitamin b12.. It is manufactured by vitasoy usa, inc (manufacturer code: bg16130)."
412,Kraft,"Food,Salad Dressings,Grocery","soybean oil,vinegar,water,sugar,modified food starch,egg yolks,contains less t han 2% of salt,mustard flour,spice,paprika,calcium disodium edta (to protect flavor),natural flavor,dried garlic. contains: egg.",Kraft,2100002677,"Kraft Salad Dressing 1-Step Coleslaw Maker Dressing, 22 Oz","This product is a Kraft Salad Dressing 1-Step Coleslaw Maker Dressing, 22 Oz from the brand Kraft. It falls under the category of food,salad dressings,grocery and contains ingredients such as soybean oil,vinegar,water,sugar,modified food starch,egg yolks,contains less t han 2% of salt,mustard flour,spice,paprika,calcium disodium edta (to protect flavor),natural flavor,dried garlic. contains: egg.. It is manufactured by kraft (manufacturer code: 2100002677)."
413,RUFFLES,"Chips,Food,Grocery","potatoes,vegetable oil (sunflower, corn, and/or canola oil),tapatio limon seasoning (maltodextrin [made from corn], sodium diacetate, spices, salt, natural flavors [including natural lime flavor], modified corn starch, monosodium glutamate, garlic powder, and artificial color [including red 40 lake, yellow 6 lake]),.",Frito-Lay,2840003806,"Ruffles Tapatio Limon Potato Chips, 6.5 Oz","This product is a Ruffles Tapatio Limon Potato Chips, 6.5 Oz from the brand RUFFLES. It falls under the category of chips,food,grocery and contains ingredients such as potatoes,vegetable oil (sunflower, corn, and/or canola oil),tapatio limon seasoning (maltodextrin [made from corn], sodium diacetate, spices, salt, natural flavors [including natural lime flavor], modified corn starch, monosodium glutamate, garlic powder, and artificial color [including red 40 lake, yellow 6 lake]),.. It is manufactured by frito-lay (manufacturer code: 2840003806)."
414,Marzetti,"Food,Salad Dressings,Grocery","soybean oil,high fructose corn syrup,corn-cider vinegar,sugar,egg yolk,salt,water,mustard seed,xanthan gum.",Marzetti,7020011002,Slaw Dressing,"This product is a Slaw Dressing from the brand Marzetti. It falls under the category of food,salad dressings,grocery and contains ingredients such as soybean oil,high fructose corn syrup,corn-cider vinegar,sugar,egg yolk,salt,water,mustard seed,xanthan gum.. It is manufactured by marzetti (manufacturer code: 7020011002)."
415,Snapple,"Food,Beverages,Juice,Grocery","filtered water,sugar,apple,pear and grape juice concentrates,citric acid,natural flavors.",Snapple Beverage Corp,SNAPSC618320205,Juice Drink,"This product is a Juice Drink from the brand Snapple. It falls under the category of food,beverages,juice,grocery and contains ingredients such as filtered water,sugar,apple,pear and grape juice concentrates,citric acid,natural flavors.. It is manufactured by snapple beverage corp (manufacturer code: snapsc618320205)."
416,DeLallo,"Food,Canned Vegetables,Grocery","tomato concentrate (water, tomato paste),sea salt,spices,garlic powder,citric acid,natural flavor.","George Delallo Co, Inc",042452-3,"Delallo Tomato Sauce, 15 Oz","This product is a Delallo Tomato Sauce, 15 Oz from the brand DeLallo. It falls under the category of food,canned vegetables,grocery and contains ingredients such as tomato concentrate (water, tomato paste),sea salt,spices,garlic powder,citric acid,natural flavor.. It is manufactured by george delallo co, inc (manufacturer code: 042452-3)."
417,Voortman,"Cookies,Food,Grocery","enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid),sugar,vegetable oil (canola, soybean, palm and palm kernel, sunflower),high fructose corn syrup,spices,contains 2 or less of each of the following: sodium bicarbonate,salt,ammonium bicarbonate,almonds,peanuts,eggs,chocolate,dextrose,cocoa butter,cocoa (processed with alkali),raisins,whey,dried coconut,glucose syrup,rolled oats,brown sugar,ground flax seeds,defatted soy flour,whole wheat flour,fancy molasses,soy lecithin,skim milk powder,dried apple (may contain sulphites),sodium acid pyrophosphate,corn starch,monocalcium phosphate,calcium sulphate,sodium caseinate,gum arabic,confectioners glaze,carnauba wax,artificial flavor,artificial color (fdc yellow 5, fdc yellow 5 lake, fdc yellow 6, fdc yellow 6 lake, fdc red 3, fdc red 40, fdc red 40 lake, fdc blue 1, fdc blue 1 lake),wheat starch,sorbitan tristearate,calcium stearate.",Voortman Cookies,6731200209,"Voortman Windmill Cookies, 12.3 Oz","This product is a Voortman Windmill Cookies, 12.3 Oz from the brand Voortman. It falls under the category of cookies,food,grocery and contains ingredients such as enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid),sugar,vegetable oil (canola, soybean, palm and palm kernel, sunflower),high fructose corn syrup,spices,contains 2 or less of each of the following: sodium bicarbonate,salt,ammonium bicarbonate,almonds,peanuts,eggs,chocolate,dextrose,cocoa butter,cocoa (processed with alkali),raisins,whey,dried coconut,glucose syrup,rolled oats,brown sugar,ground flax seeds,defatted soy flour,whole wheat flour,fancy molasses,soy lecithin,skim milk powder,dried apple (may contain sulphites),sodium acid pyrophosphate,corn starch,monocalcium phosphate,calcium sulphate,sodium caseinate,gum arabic,confectioners glaze,carnauba wax,artificial flavor,artificial color (fdc yellow 5, fdc yellow 5 lake, fdc yellow 6, fdc yellow 6 lake, fdc red 3, fdc red 40, fdc red 40 lake, fdc blue 1, fdc blue 1 lake),wheat starch,sorbitan tristearate,calcium stearate.. It is manufactured by voortman cookies (manufacturer code: 6731200209)."
418,Ty Ling,"Food,Beans,Grocery","mung bean starch,potato starch,water.","World Finer Foods, Inc.",412,Saifun Bean Threads Boxes,"This product is a Saifun Bean Threads Boxes from the brand Ty Ling. It falls under the category of food,beans,grocery and contains ingredients such as mung bean starch,potato starch,water.. It is manufactured by world finer foods, inc. (manufacturer code: 412)."
419,Gold's,"Soups,Food,Grocery","water,beets,salt,citric acid,sodium saccharin,22.05mg saccharin per serving.","GOLD PURE FOOD PRODUCTS CO., INC.",788562,Borscht Low Calorie,"This product is a Borscht Low Calorie from the brand Gold's. It falls under the category of soups,food,grocery and contains ingredients such as water,beets,salt,citric acid,sodium saccharin,22.05mg saccharin per serving.. It is manufactured by gold pure food products co., inc. (manufacturer code: 788562)."
420,Ocean Spray,"Food,Beverages,Juice,Grocery","filtered water,ruby red grapefruit juice from concentrate,cane or beet sugar,carrot juice from concentrate,citric acid,natural flavor,sodium citrate,ascorbic acid (vitamin c),beat carotene (for vitamin a),.",Pepsico,PEPWSC071780152,Ocean Sprayï¿½Ï¿½ Ruby Red Grapefruit Juice Drink 15.2 Fl. Oz. Bottle,"This product is a Ocean Sprayï¿½Ï¿½ Ruby Red Grapefruit Juice Drink 15.2 Fl. Oz. Bottle from the brand Ocean Spray. It falls under the category of food,beverages,juice,grocery and contains ingredients such as filtered water,ruby red grapefruit juice from concentrate,cane or beet sugar,carrot juice from concentrate,citric acid,natural flavor,sodium citrate,ascorbic acid (vitamin c),beat carotene (for vitamin a),.. It is manufactured by pepsico (manufacturer code: pepwsc071780152)."
421,Gefen,"Food,Canned Vegetables,Grocery","mushrooms,water,salt,citric acid,ascorbic acid (antioxidant),.",Kenover Marketing Corp.,1251057,Mushroom Pces Stms -Pack Of 24,"This product is a Mushroom Pces Stms -Pack Of 24 from the brand Gefen. It falls under the category of food,canned vegetables,grocery and contains ingredients such as mushrooms,water,salt,citric acid,ascorbic acid (antioxidant),.. It is manufactured by kenover marketing corp. (manufacturer code: 1251057)."
422,Snapple,"Food,Beverages,Tea,Grocery","filtered water,citric acid,tea,aspartame,potassium citrate,natural flavors.",Snapple Beverage Corp,SNAPSC618320210,"Diet Snapple Lemon Tea, 20 Fl Oz","This product is a Diet Snapple Lemon Tea, 20 Fl Oz from the brand Snapple. It falls under the category of food,beverages,tea,grocery and contains ingredients such as filtered water,citric acid,tea,aspartame,potassium citrate,natural flavors.. It is manufactured by snapple beverage corp (manufacturer code: snapsc618320210)."
423,Taste Nirvana,"Beverages,Food,Water,Grocery",100 natural coconut water.,Taste Nirvana,BG18857,Young Coconut Natural Juice 9.5 Fo,"This product is a Young Coconut Natural Juice 9.5 Fo from the brand Taste Nirvana. It falls under the category of beverages,food,water,grocery and contains ingredients such as 100 natural coconut water.. It is manufactured by taste nirvana (manufacturer code: bg18857)."
424,DELLALO,"Food,Salad Dressings,Grocery","water,vegetable oil (canola and/or soybean),corn syrup,distilled vinegar,sugar,salt,dehydrated garlic,contains less than 1% dehydrated onion,lemon juice concentrate,red bell peppers,xanthan gum,spice,calcium disodium edta to protect flavor,oleoresin paprika,annatto",George DeLallo,7236842122,"Delallo Classic Italian Dressing, 16 Fl Oz","This product is a Delallo Classic Italian Dressing, 16 Fl Oz from the brand DELLALO. It falls under the category of food,salad dressings,grocery and contains ingredients such as water,vegetable oil (canola and/or soybean),corn syrup,distilled vinegar,sugar,salt,dehydrated garlic,contains less than 1% dehydrated onion,lemon juice concentrate,red bell peppers,xanthan gum,spice,calcium disodium edta to protect flavor,oleoresin paprika,annatto. It is manufactured by george delallo (manufacturer code: 7236842122)."
425,Utz,"Chips,Food,Grocery","corn meal,vegetable oil (contains one or more of the following: cottonseed oil, corn oil, canola oil, sunflower oil, or safflower oil),whey,maltodextrin,cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes),milkfat,whey protein concentrate,salt,buttermilk solids,natural flavor,disodium phosphate,lactic acid,yellow 6,autolyzed yeast extract,yellow 5,disodium inosinate,disodium guanylate,artificial flavor.","UTZ Quality Foods, Inc.",4178002356,"Utz Baked Cheddar Cheese Balls, 8.5 Oz","This product is a Utz Baked Cheddar Cheese Balls, 8.5 Oz from the brand Utz. It falls under the category of chips,food,grocery and contains ingredients such as corn meal,vegetable oil (contains one or more of the following: cottonseed oil, corn oil, canola oil, sunflower oil, or safflower oil),whey,maltodextrin,cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes),milkfat,whey protein concentrate,salt,buttermilk solids,natural flavor,disodium phosphate,lactic acid,yellow 6,autolyzed yeast extract,yellow 5,disodium inosinate,disodium guanylate,artificial flavor.. It is manufactured by utz quality foods, inc. (manufacturer code: 4178002356)."
426,Martin's,"Food,Chips,Grocery","potatoes,pure vegetable shortening (soy-bean),salt. this is a gluten free product.",Martin's Potato Chips,23230,"Martin'S Kettle-Cook'D Hand Cooked Potato Chips, 9 Oz","This product is a Martin'S Kettle-Cook'D Hand Cooked Potato Chips, 9 Oz from the brand Martin's. It falls under the category of food,chips,grocery and contains ingredients such as potatoes,pure vegetable shortening (soy-bean),salt. this is a gluten free product.. It is manufactured by martin's potato chips (manufacturer code: 23230)."
427,Rokeach,"Food,Canned Vegetables,Grocery","water,carp,egg whites,whitefish,mullet,sugar,carrots,salt,cottonseed oil,onion,pike,potato starch,carrageenan,pepper,natural flavorings.",Rokeach,BG17715,"Rokeach Gourmet Sweet Gefilte Fish, 24 Oz (Pack Of 12)","This product is a Rokeach Gourmet Sweet Gefilte Fish, 24 Oz (Pack Of 12) from the brand Rokeach. It falls under the category of food,canned vegetables,grocery and contains ingredients such as water,carp,egg whites,whitefish,mullet,sugar,carrots,salt,cottonseed oil,onion,pike,potato starch,carrageenan,pepper,natural flavorings.. It is manufactured by rokeach (manufacturer code: bg17715)."
428,Goya Food,"Food,Beans,Grocery","white corn,water,salt and sodium bisulfite to promote color retention.","GOYA FOODS, INC.",2596,White Hominy Mote Blanco,"This product is a White Hominy Mote Blanco from the brand Goya Food. It falls under the category of food,beans,grocery and contains ingredients such as white corn,water,salt and sodium bisulfite to promote color retention.. It is manufactured by goya foods, inc. (manufacturer code: 2596)."
429,Pillsbury,"Baking,Food,Grocery","sugar,partially hydrogenated soybean and cottonseed oils,water,corn syrup,corn starch,contains 2 or less of: artificial flavor,mono and diglycerides,cellulose gel,salt,propylene glycol monostearate,carrageenan,artificial color including red 40 and yellow 5,polysorbate 80,potassium sorbate (preservative),citric acid,cellulose gum,soy lecithin,sodium stearoyl lactylate.",The J.M. Smucker Company,5150028152,Frosting Vanilla,"This product is a Frosting Vanilla from the brand Pillsbury. It falls under the category of baking,food,grocery and contains ingredients such as sugar,partially hydrogenated soybean and cottonseed oils,water,corn syrup,corn starch,contains 2 or less of: artificial flavor,mono and diglycerides,cellulose gel,salt,propylene glycol monostearate,carrageenan,artificial color including red 40 and yellow 5,polysorbate 80,potassium sorbate (preservative),citric acid,cellulose gum,soy lecithin,sodium stearoyl lactylate.. It is manufactured by the j.m. smucker company (manufacturer code: 5150028152)."
430,Head Country,"Food,Sauces,grocery","tomato ketchup (red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, onion powder, spice, natural flavoring),brown sugar,distilled vinegar,worcestershire sauce (distilled vinegar, molasses, corn syrup, water, salt, caramel color, garlic powder, sugar, spices, tamarind, natural flavor),liquid hickory smoke,salt,& spices.",Head Country,16,Head Country Bar-B-Que Sauce 18Oz Bottle (Pack Of 4) (Original),"This product is a Head Country Bar-B-Que Sauce 18Oz Bottle (Pack Of 4) (Original) from the brand Head Country. It falls under the category of food,sauces,grocery and contains ingredients such as tomato ketchup (red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, onion powder, spice, natural flavoring),brown sugar,distilled vinegar,worcestershire sauce (distilled vinegar, molasses, corn syrup, water, salt, caramel color, garlic powder, sugar, spices, tamarind, natural flavor),liquid hickory smoke,salt,& spices.. It is manufactured by head country (manufacturer code: 16)."
431,Propel,"Beverages,Food,Water,Grocery","water,citric acid,sodium hexametaphosphate (to protect flavor),natural flavor,salt,potassium sorbate (preserves freshness),potassium citrate,sodium citrate,ascorbic acid (vitamin c),sucralose,sodium citrate,acesulfame potassium,niacinamide (vitamin b3),calcium disodium edta (to protect flavor),vitamin e acetate,calcium pantothenate (vitamin b5),pyridoxine hydrochloride (vitamin b6),.",Pepsico,5200070777,"Propel Zero Berry Zero Calorie Zero Calorie Nutrient Enhanced Water Beverage, 20 Fl Oz","This product is a Propel Zero Berry Zero Calorie Zero Calorie Nutrient Enhanced Water Beverage, 20 Fl Oz from the brand Propel. It falls under the category of beverages,food,water,grocery and contains ingredients such as water,citric acid,sodium hexametaphosphate (to protect flavor),natural flavor,salt,potassium sorbate (preserves freshness),potassium citrate,sodium citrate,ascorbic acid (vitamin c),sucralose,sodium citrate,acesulfame potassium,niacinamide (vitamin b3),calcium disodium edta (to protect flavor),vitamin e acetate,calcium pantothenate (vitamin b5),pyridoxine hydrochloride (vitamin b6),.. It is manufactured by pepsico (manufacturer code: 5200070777)."
